comment,class
"  TODO cpercent is the same as cmedian here  why? and why pass it to ""distributionLine""?",DESIGN
  TODO should equals and hashCode depend on field other than count?,DESIGN
  TODO Does this method need to be public? It isn't currently  called outside of this class ,DESIGN
"  TODO Should the method signature of this method be changed to  match the super implementation using a TestElement parameter  instead of AbstractListenerElement ? This would require an  instanceof check before adding the listener below , but would  also make the behavior a bit more obvious for sub classes  the  Java rules dealing with this situation aren't always intuitive,  and a subclass may think it is calling this version of the method  when it is really calling the superclass version instead ",DESIGN
  TODO Should this method be synchronized ? all other function execute are,DESIGN
  TODO should the engine be static?,DESIGN
  N B Commons IO IOUtils has equivalent methods; these were added before IO was included  TODO  perhaps deprecate these in favour of Commons IO?,DESIGN
  TODO should this be getMin ?,DESIGN
"           Fix bug  D arg1 arg2 was causing parse error; however           define arg1 arg2 is OK This seems to be because the parser          skips the terminator for the long options, but was not doing          so for the short options          ",DESIGN
  TODO improve the error handling,DESIGN
  TODO improve the error handling,DESIGN
     Add logTargets to root logger    FIXME What's the clean way to add a LogTarget afterwards ?    @param logTargets LogTarget array    ,DESIGN
"  hack to reduce the need to load every class in non GUI mode, which only needs functions  TODO perhaps use BCEL to scan class files instead?  class name should contain this string  class name should not contain this string",DESIGN
         TODO Exact ordering is only required for some tests; change the        comparison to do a set compare where necessary        ,DESIGN
"  TODO field always true, what for ?",DESIGN
  TODO  improve this check,DESIGN
  TODO  could this be return?,DESIGN
"  TODO field always true, what for ?",DESIGN
 very wrong ,DESIGN
  Remember to change this when the class changes  ,DESIGN
  TODO  should this be a failure?,DESIGN
     Wrapper to convert a JUnit4 class into a TestCase       TODO  work out how to convert JUnit4 assertions so they are treated as failures rather than errors    ,DESIGN
  Method is broken anyway,DESIGN
  TODO should really return most specific i e longest match ,DESIGN
"  TODO  should this be done for embedded usage?  Note the element is a ConfigTestElement when used standalone, so we cannot use FTPSampler access methods",DESIGN
"  TODO replace all this url2 mess with a proper method  ""areEquivalent url1, url2 "" that  would also ignore case in protocol and host names, etc   use that  method in the CookieManager too ",DESIGN
  TODO is this possible?,DESIGN
     Holder for storing cache details    Perhaps add original response later?    ,DESIGN
  TODO not used by GUI,DESIGN
  not currently used,DESIGN
  TODO correct URL?,DESIGN
"  NOTE the handling of simple vs double quotes could be formally  more accurate, but I can't imagine a session id containing  either, so we should be OK The whole set of expressions is a  quick hack anyway, so who cares ",DESIGN
  TODO fix this when there is a real implementation,DESIGN
"       TODO improve string version to better match browser behaviour? e g      do browsers regard http  host and http  Host 80 as the same? If      so, it would be better to reflect this in the string      ",DESIGN
  Code also allows for LF only not sure why  perhaps because the test code uses it? ,DESIGN
  hack to skip processing,DESIGN
  TODO find a way to avoid the cost of creating a String here    probably a new PatternMatcherInput working on a byte  would do  better ,DESIGN
  TODO should setBaseForScript be called here rather than above?,DESIGN
"  Java 1 6 0_22+ no longer allows Content Length to be set, so don't check it   See http  bugs sun com bugdatabase view_bug do?bug_id 6996110  TODO any point in checking the other headers?",DESIGN
"  SampleEvent is not passed JMeterVariables, because they don't make sense for Proxy Recording  TODO  is this the correct threadgroup name?",DESIGN
  TODO needs cleaning up,DESIGN
  $NON NLS 1$ TODO should this be a variable?,DESIGN
  hack to skip processing,DESIGN
  TODO replace repeated substr  above and below with more efficient method ,DESIGN
"  TODO perhaps make more specific than this?  no point parsing anything else, e g GIF  ",DESIGN
  won't work writeErrorToClient HttpReplyHdr formInternalError  ;  Generate result if nec  and populate it  hack to skip processing,DESIGN
"  TODO  should this be done when the client is created?  If so, then the details need to be added as part of HttpClientKey",DESIGN
  HACK,DESIGN
  May be replaced later,DESIGN
"  TODO hack, to be removed later",DESIGN
  Could we drop the Sync here?,DESIGN
  TODO  should LF only EOL be allowed? ,DESIGN
  DirContext dc   TODO perhaps return this?,DESIGN
  $NON NLS 1$  TODO  change to use URL version? Will this affect test plans?,DESIGN
  TODO specify collection type without breaking callers,DESIGN
  TODO  can this eever happen?,DESIGN
  All form parameter always have text plain as mime type  TODO make this a parameter?,DESIGN
  $NON NLS 1$  TODO can this be obtained from the file somehow?,DESIGN
  Does not appear to be used,DESIGN
  NOTUSED GuiPackage guiPack ,DESIGN
  Allow serializable test to work  TODO is the serializable test necessary now that JMeterTreeNode is  no longer a GUI component?,DESIGN
  TODO is null correct?,DESIGN
  TODO  how to handle thread stopped here,DESIGN
  Slight hack  we need to ensure the TestClass is not reset by the previous call,DESIGN
  TODO should this be called if basedir  null?,DESIGN
  May be replaced later,DESIGN
  TODO  could be converted to generic class?,DESIGN
  TODO does not appear to be used,DESIGN
  TODO not used?,DESIGN
  TODO make static?,DESIGN
  Hack to allow entire URL to be provided in host field,DESIGN
"  TODO Should this be OK ?  assertEquals contentEncoding, s getContentEncoding  ;  Check arguments  We should have one argument, with the value equal to the post body",DESIGN
  TODO downcase UPPER case non final variables,DESIGN
  TODO  belongs elsewhere ,DESIGN
  TODO can this happen?,DESIGN
"  TODO needed here because currently done on sample completion in JMeterThread,  but that only catches top level samples ",DESIGN
  TODO  This is a bit fragile,DESIGN
"  TODO is this correct?  If this is not the first file we can't write its header now  for simplicity we always save it, even if there is only one file",DESIGN
  Remember to change this when the class changes  ,DESIGN
  TODO  should this return something else?,DESIGN
